order_id,product_id,category,quantity,price
O012924,P0262,Makanan & Minuman,5,1639628
O012925,P0256,Makanan & Minuman,3,2744638
O012926,P0317,Makanan & Minuman,4,710596
O012926,P0325,Rumah Tangga,1,740251
O012926,P0393,Makanan & Minuman,3,2626530
O012927,P0326,Elektronik,4,182750
O012928,P0097,Fashion,2,2270438
O012928,P0343,Rumah Tangga,3,1571744
O012928,P0207,Elektronik,4,91844
O012929,P0447,Kecantikan,2,2796726
O012929,P0380,Elektronik,2,802055
O012930,P0280,Elektronik,3,373308
O012930,P0234,Kecantikan,5,700732
O012931,P0441,Elektronik,4,325965
O012931,P0485,Fashion,3,582670
O012932,P0215,Elektronik,2,372195
O012932,P0066,Elektronik,4,751000
O012932,P0183,Rumah Tangga,5,448359
O012933,P0024,Elektronik,1,605178
O012933,P0036,Makanan & Minuman,4,767019
O012933,P0346,Fashion,5,2435805
O012934,P0289,Kecantikan,4,1016401
O012935,P0414,Kecantikan,4,1149792
O012935,P0418,Makanan & Minuman,5,944379
O012936,P0294,Kecantikan,2,1639796
O012936,P0405,Fashion,5,2404934
O012936,P0411,Kecantikan,3,2012992
O012936,P0265,Rumah Tangga,5,2082898
O012937,P0416,Rumah Tangga,5,119048
O012937,P0025,Rumah Tangga,4,2569516
O012937,P0284,Kecantikan,2,2142039
O012938,P0125,Elektronik,3,351566
O012938,P0094,Elektronik,2,889563
O012938,P0101,Makanan & Minuman,5,1201657
O012939,P0139,Rumah Tangga,3,1180132
O012939,P0483,Makanan & Minuman,3,187697
O012939,P0373,Fashion,3,1266069
O012940,P0017,Fashion,2,471688
O012940,P0214,Kecantikan,2,543848
O012941,P0166,Makanan & Minuman,5,2943950
O012942,P0271,Elektronik,4,2075987
O012943,P0345,Makanan & Minuman,3,1373018
O012944,P0029,Rumah Tangga,3,2019937
O012945,P0168,Rumah Tangga,2,889343
O012945,P0149,Rumah Tangga,1,224139
O012945,P0060,Kecantikan,5,2974893
O012946,P0207,Elektronik,4,91844
O012946,P0401,Kecantikan,4,2739108
O012946,P0230,Fashion,2,2310994
O012946,P0182,Makanan & Minuman,1,334258
O012947,P0482,Elektronik,1,1179781
O012947,P0392,Fashion,4,706383
O012947,P0395,Kecantikan,1,1416385
O012948,P0103,Elektronik,5,1268100
O012949,P0199,Kecantikan,4,50098
O012949,P0214,Kecantikan,1,543848
O012949,P0053,Fashion,4,2370639
O012949,P0141,Fashion,4,800602
O012950,P0132,Fashion,4,2244261
O012950,P0119,Elektronik,3,2667146
O012950,P0492,Rumah Tangga,4,1043752
O012950,P0152,Fashion,1,949823
O012951,P0280,Elektronik,1,373308
O012952,P0216,Kecantikan,2,2220750
O012952,P0227,Elektronik,2,601970
O012952,P0088,Makanan & Minuman,2,351743
O012953,P0405,Fashion,3,2404934
O012953,P0320,Elektronik,3,1605897
O012953,P0398,Elektronik,5,2751919
O012954,P0231,Elektronik,2,355196
O012954,P0367,Fashion,2,2950862
O012954,P0383,Rumah Tangga,5,2290453
O012955,P0205,Kecantikan,5,2323021
O012956,P0130,Fashion,4,1590610
O012957,P0464,Fashion,2,267432
O012958,P0181,Kecantikan,1,2318630
O012958,P0467,Kecantikan,3,1120253
O012958,P0361,Makanan & Minuman,3,1206744
O012959,P0396,Makanan & Minuman,1,2697865
O012959,P0080,Makanan & Minuman,5,544564
O012959,P0185,Elektronik,3,2320423
O012959,P0070,Rumah Tangga,3,1621900
O012960,P0479,Fashion,4,2673331
O012960,P0252,Makanan & Minuman,5,310948
O012960,P0455,Kecantikan,3,1042007
O012961,P0337,Makanan & Minuman,5,2322444
O012961,P0324,Fashion,2,2102532
O012962,P0139,Rumah Tangga,4,1180132
O012962,P0219,Makanan & Minuman,2,68235
O012962,P0032,Fashion,3,792141
O012963,P0161,Kecantikan,1,173334
O012963,P0258,Kecantikan,1,2905935
O012963,P0043,Fashion,5,2345744
O012963,P0049,Kecantikan,5,2753128
O012964,P0066,Elektronik,2,751000
O012964,P0172,Elektronik,2,274394
O012964,P0498,Rumah Tangga,4,822619
O012964,P0011,Kecantikan,4,1465274
O012965,P0383,Rumah Tangga,1,2290453
O012966,P0035,Fashion,1,1393821
O012966,P0454,Rumah Tangga,3,1848201
O012966,P0140,Makanan & Minuman,2,1649371
O012966,P0152,Fashion,4,949823
O012967,P0285,Rumah Tangga,1,162174
O012967,P0175,Rumah Tangga,4,2836702
O012968,P0492,Rumah Tangga,3,1043752
O012968,P0190,Makanan & Minuman,3,2224136
O012969,P0184,Elektronik,5,1647634
O012969,P0270,Kecantikan,1,1165353
O012969,P0243,Rumah Tangga,1,2010066
O012969,P0133,Rumah Tangga,3,2355982
O012970,P0004,Elektronik,3,1854858
O012970,P0222,Makanan & Minuman,5,1418677
O012971,P0149,Rumah Tangga,3,224139
O012972,P0289,Kecantikan,5,1016401
O012972,P0396,Makanan & Minuman,3,2697865
O012972,P0437,Rumah Tangga,1,1348631
O012972,P0394,Fashion,4,1222593
O012973,P0054,Rumah Tangga,5,1763632
O012973,P0035,Fashion,5,1393821
O012973,P0152,Fashion,2,949823
O012973,P0477,Kecantikan,1,2173176
O012974,P0164,Kecantikan,4,615435
O012975,P0062,Fashion,1,2502882
O012976,P0062,Fashion,4,2502882
O012976,P0190,Makanan & Minuman,5,2224136
O012976,P0144,Kecantikan,1,1798218
O012977,P0378,Kecantikan,1,1405602
O012977,P0109,Kecantikan,5,1066290
O012977,P0288,Fashion,5,2194471
O012977,P0374,Fashion,5,200901
O012978,P0407,Fashion,5,762902
O012978,P0012,Elektronik,5,252673
O012978,P0386,Kecantikan,2,2236665
O012978,P0065,Kecantikan,3,1124930
O012979,P0253,Elektronik,5,797428
O012979,P0195,Rumah Tangga,5,164251
O012979,P0420,Fashion,1,2240564
O012980,P0365,Kecantikan,3,2073044
O012980,P0347,Fashion,2,1373297
O012980,P0176,Rumah Tangga,4,786558
O012980,P0049,Kecantikan,4,2753128
O012981,P0065,Kecantikan,4,1124930
O012981,P0360,Kecantikan,5,218208
O012981,P0273,Rumah Tangga,5,1350049
O012982,P0108,Elektronik,3,1719351
O012982,P0444,Elektronik,1,2403549
O012982,P0127,Makanan & Minuman,5,1408569
O012982,P0267,Rumah Tangga,5,2572414
O012983,P0044,Kecantikan,4,514308
O012983,P0244,Kecantikan,5,1924841
O012983,P0110,Rumah Tangga,2,2036551
O012983,P0062,Fashion,2,2502882
O012984,P0222,Makanan & Minuman,4,1418677
O012984,P0325,Rumah Tangga,1,740251
O012984,P0435,Makanan & Minuman,2,2910649
O012985,P0449,Fashion,2,2632665
O012985,P0264,Rumah Tangga,2,1846742
O012986,P0493,Elektronik,4,2328526
O012987,P0394,Fashion,4,1222593
O012987,P0445,Fashion,5,1162871
O012987,P0109,Kecantikan,1,1066290
O012988,P0041,Elektronik,1,2613908
O012988,P0478,Rumah Tangga,2,2141093
O012989,P0206,Makanan & Minuman,2,1777945
O012989,P0469,Rumah Tangga,4,98147
O012989,P0454,Rumah Tangga,1,1848201
O012989,P0269,Rumah Tangga,3,180083
O012990,P0069,Kecantikan,3,1660946
O012990,P0425,Elektronik,5,477471
O012990,P0279,Rumah Tangga,2,2795321
O012991,P0343,Rumah Tangga,3,1571744
O012991,P0234,Kecantikan,3,700732
O012991,P0004,Elektronik,3,1854858
O012991,P0346,Fashion,3,2435805
O012992,P0399,Elektronik,4,832068
O012993,P0102,Fashion,3,2324168
O012993,P0237,Fashion,5,837995
O012993,P0449,Fashion,2,2632665
O012994,P0178,Rumah Tangga,2,1009333
O012994,P0111,Kecantikan,2,1092380
O012994,P0381,Kecantikan,5,1088393
O012995,P0294,Kecantikan,2,1639796
O012996,P0476,Makanan & Minuman,2,1933026
O012996,P0157,Fashion,1,2598858
O012996,P0095,Fashion,3,390879
O012996,P0493,Elektronik,4,2328526
O012997,P0438,Fashion,1,611104
O012997,P0219,Makanan & Minuman,3,68235
O012997,P0145,Makanan & Minuman,5,2749839
O012997,P0476,Makanan & Minuman,5,1933026
O012998,P0039,Fashion,2,2589494
O012998,P0490,Makanan & Minuman,3,1425054
O012998,P0124,Kecantikan,1,622838
O012999,P0085,Kecantikan,3,2909862
O012999,P0273,Rumah Tangga,5,1350049
O012999,P0179,Kecantikan,1,1779025
O013000,P0342,Fashion,2,2912748
O013000,P0488,Kecantikan,2,1252495
O013001,P0249,Fashion,2,474984
O013002,P0348,Rumah Tangga,5,2086325
O013002,P0193,Elektronik,1,1667106
O013002,P0415,Makanan & Minuman,3,1098058
O013002,P0344,Fashion,3,2481485
O013003,P0176,Rumah Tangga,5,786558
O013003,P0275,Elektronik,1,1965135
O013003,P0336,Makanan & Minuman,4,997374
O013004,P0486,Makanan & Minuman,3,2991181
O013004,P0190,Makanan & Minuman,2,2224136
O013005,P0363,Rumah Tangga,2,2097512
O013005,P0065,Kecantikan,4,1124930
O013005,P0225,Elektronik,3,807003
O013005,P0431,Fashion,4,59996
O013006,P0277,Rumah Tangga,5,1734008
O013006,P0339,Rumah Tangga,5,1433085
O013007,P0391,Makanan & Minuman,2,2513155
O013007,P0256,Makanan & Minuman,5,2744638
O013008,P0194,Rumah Tangga,2,2626630
O013009,P0432,Kecantikan,4,2465140
O013010,P0183,Rumah Tangga,1,448359
O013010,P0376,Fashion,1,840921
O013011,P0265,Rumah Tangga,2,2082898
O013011,P0464,Fashion,3,267432
O013012,P0041,Elektronik,4,2613908
O013012,P0052,Fashion,5,2371483
O013012,P0016,Rumah Tangga,2,927528
O013012,P0189,Elektronik,1,1838006
O013013,P0218,Fashion,5,541171
O013013,P0465,Rumah Tangga,4,1659272
O013013,P0101,Makanan & Minuman,1,1201657
O013013,P0457,Kecantikan,2,2263693
O013014,P0218,Fashion,5,541171
O013015,P0477,Kecantikan,3,2173176
O013016,P0228,Elektronik,4,243088
O013016,P0315,Fashion,1,2838027
O013016,P0417,Elektronik,1,2804826
O013017,P0332,Makanan & Minuman,4,436089
O013017,P0477,Kecantikan,1,2173176
O013018,P0332,Makanan & Minuman,1,436089
O013018,P0179,Kecantikan,3,1779025
O013019,P0023,Elektronik,5,2790382
O013019,P0494,Elektronik,1,2925973
O013019,P0204,Makanan & Minuman,2,1295116
O013020,P0245,Rumah Tangga,3,2102845
O013020,P0492,Rumah Tangga,1,1043752
O013020,P0458,Rumah Tangga,3,1147943
O013021,P0094,Elektronik,2,889563
O013021,P0286,Fashion,5,2039114
O013021,P0269,Rumah Tangga,1,180083
O013021,P0497,Kecantikan,1,945636
O013022,P0014,Makanan & Minuman,1,1523213
O013022,P0092,Makanan & Minuman,2,488703
O013022,P0234,Kecantikan,2,700732
O013022,P0069,Kecantikan,3,1660946
O013023,P0168,Rumah Tangga,1,889343
O013024,P0365,Kecantikan,1,2073044
O013024,P0495,Makanan & Minuman,2,1432296
O013024,P0372,Rumah Tangga,3,2726591
O013024,P0330,Makanan & Minuman,1,2984960
O013025,P0125,Elektronik,3,351566
O013026,P0059,Kecantikan,1,538499
O013026,P0295,Fashion,1,681046
O013026,P0209,Rumah Tangga,2,1963909
O013026,P0249,Fashion,4,474984
O013027,P0033,Fashion,5,1209914
O013028,P0225,Elektronik,1,807003
O013028,P0364,Kecantikan,3,1772055
O013029,P0216,Kecantikan,1,2220750
O013030,P0109,Kecantikan,4,1066290
O013030,P0071,Makanan & Minuman,3,1576547
O013030,P0456,Elektronik,3,2427199
O013030,P0210,Rumah Tangga,2,424512
O013031,P0035,Fashion,3,1393821
O013031,P0393,Makanan & Minuman,1,2626530
O013031,P0040,Fashion,5,794638
O013032,P0099,Makanan & Minuman,2,61553
O013032,P0189,Elektronik,3,1838006
O013032,P0283,Rumah Tangga,4,909355
O013032,P0126,Kecantikan,5,767606
O013033,P0246,Makanan & Minuman,4,826350
O013033,P0003,Fashion,2,2849125
O013033,P0130,Fashion,4,1590610
O013034,P0272,Makanan & Minuman,5,2704091
O013034,P0477,Kecantikan,1,2173176
O013034,P0423,Kecantikan,5,2500717
O013035,P0415,Makanan & Minuman,2,1098058
O013035,P0442,Elektronik,5,2116083
O013036,P0362,Makanan & Minuman,5,1026623
O013036,P0200,Fashion,4,1235484
O013036,P0484,Elektronik,4,128557
O013037,P0008,Elektronik,1,1770974
O013037,P0051,Kecantikan,4,2577061
O013038,P0136,Makanan & Minuman,3,1472012
O013038,P0311,Elektronik,5,2795549
O013038,P0335,Elektronik,5,2787272
O013039,P0460,Rumah Tangga,2,1628264
O013039,P0256,Makanan & Minuman,5,2744638
O013039,P0027,Elektronik,4,2303565
O013039,P0270,Kecantikan,5,1165353
O013040,P0426,Rumah Tangga,4,2260502
O013041,P0422,Fashion,2,1839269
O013041,P0350,Fashion,4,559603
O013041,P0084,Makanan & Minuman,5,657388
O013042,P0148,Makanan & Minuman,1,2877558
O013043,P0090,Rumah Tangga,5,263063
O013043,P0180,Makanan & Minuman,5,908504
O013043,P0227,Elektronik,5,601970
O013044,P0107,Rumah Tangga,1,2656630
O013044,P0360,Kecantikan,5,218208
O013044,P0452,Kecantikan,5,2080232
O013044,P0101,Makanan & Minuman,3,1201657
O013045,P0234,Kecantikan,3,700732
O013046,P0257,Makanan & Minuman,4,672078
O013047,P0096,Kecantikan,1,262838
O013048,P0204,Makanan & Minuman,1,1295116
O013049,P0019,Rumah Tangga,4,1458729
O013049,P0288,Fashion,4,2194471
O013049,P0276,Rumah Tangga,5,1940370
O013049,P0014,Makanan & Minuman,1,1523213
O013050,P0018,Rumah Tangga,3,2976283
O013051,P0129,Rumah Tangga,5,804644
O013051,P0045,Elektronik,3,2916186
O013052,P0182,Makanan & Minuman,2,334258
O013052,P0396,Makanan & Minuman,4,2697865
O013052,P0499,Kecantikan,1,2180244
O013053,P0090,Rumah Tangga,4,263063
O013053,P0254,Makanan & Minuman,4,802511
O013053,P0342,Fashion,1,2912748
O013053,P0127,Makanan & Minuman,4,1408569
O013054,P0489,Elektronik,3,1024317
O013054,P0212,Makanan & Minuman,4,1933071
O013054,P0124,Kecantikan,2,622838
O013055,P0337,Makanan & Minuman,4,2322444
O013055,P0179,Kecantikan,1,1779025
O013055,P0023,Elektronik,2,2790382
O013055,P0118,Fashion,5,210229
O013056,P0414,Kecantikan,4,1149792
O013057,P0311,Elektronik,1,2795549
O013058,P0010,Rumah Tangga,1,2796914
O013058,P0211,Makanan & Minuman,5,1976952
O013059,P0046,Fashion,1,2224895
O013059,P0093,Rumah Tangga,2,1443767
O013059,P0209,Rumah Tangga,3,1963909
O013060,P0076,Kecantikan,2,1247980
O013061,P0279,Rumah Tangga,2,2795321
O013061,P0016,Rumah Tangga,2,927528
O013061,P0449,Fashion,3,2632665
O013062,P0295,Fashion,5,681046
O013063,P0305,Kecantikan,2,434296
O013063,P0065,Kecantikan,1,1124930
O013064,P0341,Elektronik,1,1043558
O013064,P0086,Makanan & Minuman,2,2412993
O013065,P0125,Elektronik,5,351566
O013065,P0396,Makanan & Minuman,3,2697865
O013065,P0229,Rumah Tangga,2,560929
O013066,P0466,Fashion,4,1550345
O013066,P0166,Makanan & Minuman,2,2943950
O013067,P0494,Elektronik,4,2925973
O013067,P0402,Fashion,3,706388
O013068,P0099,Makanan & Minuman,2,61553
O013068,P0260,Makanan & Minuman,3,1128065
O013069,P0344,Fashion,1,2481485
O013069,P0292,Elektronik,2,2899894
O013070,P0162,Elektronik,4,1924149
O013070,P0076,Kecantikan,3,1247980
O013071,P0425,Elektronik,5,477471
O013071,P0329,Kecantikan,2,1973537
O013071,P0371,Makanan & Minuman,4,2924854
O013072,P0201,Kecantikan,4,232597
O013073,P0067,Kecantikan,5,2175016
O013074,P0232,Kecantikan,4,2790086
O013075,P0343,Rumah Tangga,3,1571744
O013076,P0281,Fashion,2,1934249
O013076,P0154,Makanan & Minuman,2,1540847
O013076,P0317,Makanan & Minuman,2,710596
O013077,P0077,Elektronik,1,2340791
O013078,P0305,Kecantikan,3,434296
O013078,P0133,Rumah Tangga,2,2355982
O013078,P0110,Rumah Tangga,5,2036551
O013079,P0298,Makanan & Minuman,1,667501
O013079,P0194,Rumah Tangga,1,2626630
O013079,P0174,Elektronik,2,2590085
O013080,P0189,Elektronik,2,1838006
O013080,P0328,Fashion,2,552375
O013080,P0230,Fashion,1,2310994
O013081,P0487,Elektronik,2,819941
O013081,P0138,Rumah Tangga,5,1115313
O013081,P0187,Makanan & Minuman,1,1131808
O013082,P0388,Fashion,1,793086
O013082,P0488,Kecantikan,3,1252495
O013083,P0217,Makanan & Minuman,1,651363
O013083,P0414,Kecantikan,4,1149792
O013084,P0376,Fashion,2,840921
O013084,P0417,Elektronik,3,2804826
O013085,P0249,Fashion,4,474984
O013085,P0009,Makanan & Minuman,1,2348531
O013085,P0184,Elektronik,5,1647634
O013086,P0460,Rumah Tangga,4,1628264
O013086,P0184,Elektronik,4,1647634
O013086,P0157,Fashion,5,2598858
O013086,P0095,Fashion,1,390879
O013087,P0278,Elektronik,4,852064
O013087,P0150,Rumah Tangga,1,2319159
O013088,P0314,Fashion,3,1937343
O013088,P0059,Kecantikan,1,538499
O013088,P0415,Makanan & Minuman,4,1098058
O013089,P0119,Elektronik,5,2667146
O013090,P0068,Elektronik,3,2988591
O013091,P0189,Elektronik,5,1838006
O013091,P0186,Makanan & Minuman,2,1818297
O013091,P0096,Kecantikan,5,262838
O013092,P0411,Kecantikan,4,2012992
O013093,P0211,Makanan & Minuman,5,1976952
O013093,P0397,Kecantikan,1,350608
O013093,P0207,Elektronik,3,91844
O013093,P0066,Elektronik,5,751000
O013094,P0495,Makanan & Minuman,5,1432296
O013094,P0267,Rumah Tangga,2,2572414
O013094,P0226,Fashion,3,61704
O013095,P0500,Elektronik,1,2775440
O013095,P0134,Rumah Tangga,1,2019459
O013096,P0184,Elektronik,5,1647634
O013096,P0312,Elektronik,5,1658132
O013096,P0189,Elektronik,2,1838006
O013097,P0449,Fashion,1,2632665
O013098,P0277,Rumah Tangga,4,1734008
O013098,P0080,Makanan & Minuman,1,544564
O013099,P0053,Fashion,4,2370639
O013099,P0272,Makanan & Minuman,4,2704091
O013099,P0088,Makanan & Minuman,3,351743
O013100,P0378,Kecantikan,2,1405602
O013100,P0342,Fashion,5,2912748
O013100,P0496,Kecantikan,3,2931444
O013101,P0287,Makanan & Minuman,4,1991872
O013101,P0229,Rumah Tangga,3,560929
O013101,P0344,Fashion,5,2481485
O013101,P0232,Kecantikan,3,2790086
O013102,P0232,Kecantikan,3,2790086
O013102,P0100,Fashion,2,2967791
O013102,P0330,Makanan & Minuman,5,2984960
O013103,P0358,Elektronik,2,2032780
O013104,P0162,Elektronik,5,1924149
O013104,P0013,Kecantikan,5,90181
O013104,P0397,Kecantikan,3,350608
O013105,P0298,Makanan & Minuman,4,667501
O013106,P0078,Kecantikan,2,1544039
O013106,P0401,Kecantikan,1,2739108
O013106,P0347,Fashion,1,1373297
O013107,P0027,Elektronik,3,2303565
O013107,P0447,Kecantikan,1,2796726
O013107,P0072,Rumah Tangga,4,1945382
O013108,P0474,Elektronik,3,90529
O013108,P0258,Kecantikan,5,2905935
O013108,P0325,Rumah Tangga,5,740251
O013109,P0082,Kecantikan,5,1391680
O013109,P0258,Kecantikan,2,2905935
O013109,P0371,Makanan & Minuman,5,2924854
O013109,P0069,Kecantikan,3,1660946
O013110,P0427,Elektronik,3,787078
O013110,P0398,Elektronik,4,2751919
O013110,P0283,Rumah Tangga,3,909355
O013111,P0356,Makanan & Minuman,5,1306923
O013111,P0449,Fashion,2,2632665
O013111,P0256,Makanan & Minuman,4,2744638
O013112,P0080,Makanan & Minuman,1,544564
O013112,P0207,Elektronik,4,91844
O013112,P0297,Fashion,3,1774752
O013112,P0242,Makanan & Minuman,3,2330016
O013113,P0431,Fashion,1,59996
O013114,P0340,Kecantikan,5,2270241
O013114,P0229,Rumah Tangga,3,560929
O013114,P0106,Kecantikan,5,1572617
O013115,P0105,Fashion,3,2996196
O013115,P0118,Fashion,4,210229
O013115,P0448,Fashion,4,1408613
O013116,P0456,Elektronik,3,2427199
O013116,P0401,Kecantikan,4,2739108
O013117,P0209,Rumah Tangga,4,1963909
O013117,P0267,Rumah Tangga,3,2572414
O013117,P0360,Kecantikan,4,218208
O013117,P0498,Rumah Tangga,1,822619
O013118,P0438,Fashion,1,611104
O013118,P0131,Rumah Tangga,1,2283604
O013119,P0117,Elektronik,3,872179
O013120,P0171,Fashion,5,1921391
O013120,P0170,Kecantikan,3,1002358
O013120,P0414,Kecantikan,4,1149792
O013120,P0459,Elektronik,2,636045
O013121,P0329,Kecantikan,5,1973537
O013122,P0337,Makanan & Minuman,1,2322444
O013122,P0274,Makanan & Minuman,3,1236014
O013122,P0058,Makanan & Minuman,5,258418
O013122,P0027,Elektronik,2,2303565
O013123,P0187,Makanan & Minuman,1,1131808
O013123,P0200,Fashion,3,1235484
O013124,P0411,Kecantikan,3,2012992
O013124,P0049,Kecantikan,3,2753128
O013124,P0272,Makanan & Minuman,5,2704091
O013125,P0472,Elektronik,2,743270
O013125,P0460,Rumah Tangga,3,1628264
O013125,P0355,Fashion,4,1975410
O013126,P0101,Makanan & Minuman,3,1201657
O013126,P0205,Kecantikan,5,2323021
O013126,P0367,Fashion,4,2950862
O013127,P0334,Elektronik,4,2551311
O013128,P0397,Kecantikan,1,350608
O013129,P0007,Kecantikan,3,1202718
O013129,P0259,Rumah Tangga,5,2644646
O013130,P0252,Makanan & Minuman,4,310948
O013130,P0033,Fashion,3,1209914
O013130,P0025,Rumah Tangga,1,2569516
O013130,P0300,Elektronik,1,81995
O013131,P0230,Fashion,1,2310994
O013132,P0405,Fashion,4,2404934
O013132,P0194,Rumah Tangga,1,2626630
O013132,P0119,Elektronik,4,2667146
O013133,P0366,Rumah Tangga,2,2308536
O013133,P0496,Kecantikan,2,2931444
O013134,P0005,Makanan & Minuman,1,2832184
O013134,P0125,Elektronik,2,351566
O013134,P0011,Kecantikan,1,1465274
O013135,P0452,Kecantikan,1,2080232
O013136,P0497,Kecantikan,4,945636
O013136,P0064,Fashion,3,1179848
O013136,P0025,Rumah Tangga,3,2569516
O013136,P0354,Elektronik,3,2341942
O013137,P0275,Elektronik,1,1965135
O013138,P0484,Elektronik,3,128557
O013139,P0308,Fashion,1,233605
O013139,P0416,Rumah Tangga,4,119048
O013139,P0401,Kecantikan,4,2739108
O013140,P0233,Makanan & Minuman,1,682118
O013140,P0248,Kecantikan,1,1721354
O013141,P0466,Fashion,1,1550345
O013141,P0446,Kecantikan,3,932980
O013141,P0123,Elektronik,1,161774
O013142,P0486,Makanan & Minuman,3,2991181
O013142,P0039,Fashion,3,2589494
O013143,P0324,Fashion,5,2102532
O013143,P0019,Rumah Tangga,3,1458729
O013144,P0260,Makanan & Minuman,2,1128065
O013144,P0279,Rumah Tangga,2,2795321
O013145,P0138,Rumah Tangga,5,1115313
O013145,P0357,Rumah Tangga,2,819094
O013146,P0032,Fashion,2,792141
O013146,P0245,Rumah Tangga,4,2102845
O013146,P0362,Makanan & Minuman,2,1026623
O013147,P0041,Elektronik,3,2613908
O013147,P0171,Fashion,2,1921391
O013148,P0214,Kecantikan,1,543848
O013148,P0411,Kecantikan,4,2012992
O013149,P0429,Kecantikan,1,1539284
O013150,P0291,Elektronik,4,2413363
O013150,P0400,Makanan & Minuman,3,56936
O013150,P0394,Fashion,2,1222593
O013151,P0486,Makanan & Minuman,3,2991181
O013151,P0019,Rumah Tangga,5,1458729
O013151,P0005,Makanan & Minuman,5,2832184
O013151,P0149,Rumah Tangga,4,224139
O013152,P0095,Fashion,3,390879
O013152,P0077,Elektronik,5,2340791
O013153,P0263,Elektronik,1,1170967
O013153,P0473,Elektronik,3,439848
O013153,P0222,Makanan & Minuman,4,1418677
O013154,P0157,Fashion,5,2598858
O013155,P0196,Fashion,2,2612836
O013155,P0399,Elektronik,2,832068
O013155,P0188,Elektronik,3,2764856
O013155,P0355,Fashion,1,1975410
O013156,P0214,Kecantikan,3,543848
O013156,P0236,Kecantikan,3,1589685
O013157,P0350,Fashion,5,559603
O013157,P0465,Rumah Tangga,1,1659272
O013157,P0324,Fashion,5,2102532
O013158,P0395,Kecantikan,5,1416385
O013159,P0133,Rumah Tangga,3,2355982
O013159,P0124,Kecantikan,1,622838
O013160,P0011,Kecantikan,2,1465274
O013160,P0426,Rumah Tangga,5,2260502
O013160,P0473,Elektronik,2,439848
O013161,P0288,Fashion,2,2194471
O013161,P0211,Makanan & Minuman,2,1976952
O013161,P0380,Elektronik,4,802055
O013162,P0057,Elektronik,3,2114135
O013162,P0282,Makanan & Minuman,3,918770
O013162,P0023,Elektronik,4,2790382
O013163,P0095,Fashion,3,390879
O013164,P0483,Makanan & Minuman,1,187697
O013164,P0012,Elektronik,3,252673
O013165,P0201,Kecantikan,4,232597
O013165,P0331,Kecantikan,1,2484189
O013166,P0179,Kecantikan,4,1779025
O013167,P0194,Rumah Tangga,2,2626630
O013167,P0293,Makanan & Minuman,5,402249
O013168,P0072,Rumah Tangga,3,1945382
O013168,P0177,Rumah Tangga,4,1989016
O013168,P0340,Kecantikan,5,2270241
O013169,P0265,Rumah Tangga,2,2082898
O013169,P0080,Makanan & Minuman,2,544564
O013169,P0217,Makanan & Minuman,2,651363
O013170,P0393,Makanan & Minuman,5,2626530
O013170,P0108,Elektronik,5,1719351
O013171,P0223,Makanan & Minuman,1,1988018
O013171,P0132,Fashion,4,2244261
O013171,P0214,Kecantikan,1,543848
O013172,P0475,Makanan & Minuman,1,2931598
O013172,P0262,Makanan & Minuman,2,1639628
O013172,P0067,Kecantikan,1,2175016
O013173,P0441,Elektronik,3,325965
O013174,P0357,Rumah Tangga,1,819094
O013174,P0024,Elektronik,5,605178
O013174,P0372,Rumah Tangga,4,2726591
O013175,P0162,Elektronik,2,1924149
O013175,P0199,Kecantikan,3,50098
O013175,P0348,Rumah Tangga,4,2086325
O013176,P0012,Elektronik,1,252673
O013176,P0063,Kecantikan,5,2560941
O013177,P0051,Kecantikan,1,2577061
O013177,P0094,Elektronik,4,889563
O013177,P0379,Kecantikan,3,1403463
O013177,P0197,Kecantikan,4,2356321
O013178,P0179,Kecantikan,4,1779025
O013178,P0337,Makanan & Minuman,2,2322444
O013178,P0219,Makanan & Minuman,2,68235
O013178,P0270,Kecantikan,3,1165353
O013179,P0443,Kecantikan,3,2324474
O013179,P0393,Makanan & Minuman,5,2626530
O013180,P0312,Elektronik,4,1658132
O013180,P0331,Kecantikan,3,2484189
O013181,P0049,Kecantikan,5,2753128
O013182,P0286,Fashion,5,2039114
O013183,P0080,Makanan & Minuman,2,544564
O013184,P0492,Rumah Tangga,1,1043752
O013184,P0352,Fashion,2,1901988
O013184,P0409,Makanan & Minuman,1,2869544
O013184,P0250,Rumah Tangga,2,2750832
O013185,P0315,Fashion,5,2838027
O013185,P0112,Elektronik,2,2243245
O013186,P0305,Kecantikan,5,434296
O013187,P0198,Elektronik,4,1489863
O013188,P0334,Elektronik,5,2551311
O013188,P0006,Rumah Tangga,4,1534060
O013188,P0210,Rumah Tangga,5,424512
O013189,P0217,Makanan & Minuman,4,651363
O013189,P0322,Fashion,3,98321
O013189,P0211,Makanan & Minuman,3,1976952
O013189,P0034,Elektronik,4,1478347
O013190,P0241,Elektronik,4,1874139
O013190,P0492,Rumah Tangga,3,1043752
O013190,P0482,Elektronik,5,1179781
O013191,P0492,Rumah Tangga,4,1043752
O013191,P0121,Rumah Tangga,2,543695
O013191,P0022,Elektronik,5,1324618
O013192,P0306,Elektronik,2,1691969
O013193,P0376,Fashion,4,840921
O013194,P0117,Elektronik,5,872179
O013195,P0235,Kecantikan,2,843133
O013195,P0306,Elektronik,3,1691969
O013195,P0100,Fashion,5,2967791
O013196,P0249,Fashion,4,474984
O013196,P0244,Kecantikan,4,1924841
O013196,P0090,Rumah Tangga,2,263063
O013196,P0129,Rumah Tangga,2,804644
O013197,P0223,Makanan & Minuman,2,1988018
