order_id,payment_method,payment_amount,payment_status
O009335,Kartu Kredit,21182357,success
O009336,Transfer Bank,10783486,success
O009337,Transfer Bank,5878460,success
O009338,Kartu Kredit,13209317,success
O009339,Kartu Kredit,5854835,success
O009340,ShopeePay,15889805,success
O009341,Transfer Bank,8748558,success
O009342,Transfer Bank,13217709,success
O009343,Transfer Bank,16281464,success
O009344,ShopeePay,16634863,success
O009345,ShopeePay,13765640,success
O009346,ShopeePay,10683571,success
O009347,ShopeePay,8794332,success
O009348,Kartu Kredit,3202408,success
O009349,Kartu Kredit,14441692,success
O009350,Kartu Kredit,2481356,success
O009351,ShopeePay,17811661,success
O009352,ShopeePay,9919185,success
O009353,Kartu Kredit,11909225,success
O009354,ShopeePay,10192843,success
O009355,COD,8494050,success
O009356,COD,2403314,success
O009357,COD,20926100,success
O009358,Transfer Bank,27234983,success
O009359,Transfer Bank,10335952,success
O009360,Transfer Bank,16353581,success
O009361,Kartu Kredit,1594856,success
O009362,COD,6556237,success
O009363,COD,14561559,failed
O009364,ShopeePay,6900682,success
O009365,Kartu Kredit,3541121,success
O009366,ShopeePay,21226189,failed
O009367,Kartu Kredit,3481560,success
O009368,COD,8414211,success
O009369,COD,5958432,success
O009370,Transfer Bank,15299995,success
O009371,Transfer Bank,15555045,success
O009372,Transfer Bank,4569639,success
O009373,ShopeePay,1391680,success
O009374,Transfer Bank,9243976,success
O009375,Transfer Bank,20026422,success
O009376,ShopeePay,7161480,success
O009377,Kartu Kredit,10067524,success
O009378,Transfer Bank,10206244,success
O009379,Transfer Bank,12198645,success
O009380,Kartu Kredit,2217060,success
O009381,ShopeePay,10726879,success
O009382,Kartu Kredit,25667205,success
O009383,Kartu Kredit,2575106,success
O009384,Kartu Kredit,20451062,success
O009385,Transfer Bank,24597685,success
O009386,COD,10478013,success
O009387,Transfer Bank,7918066,success
O009388,Kartu Kredit,10922407,success
O009389,Transfer Bank,15057560,success
O009390,Kartu Kredit,3070619,success
O009391,Transfer Bank,200901,success
O009392,COD,10956432,success
O009393,Kartu Kredit,15461507,success
O009394,Kartu Kredit,11160344,success
O009395,Kartu Kredit,8729586,success
O009396,COD,13402587,success
O009397,Transfer Bank,9015073,success
O009398,COD,12206059,success
O009399,Kartu Kredit,579294,success
O009400,Kartu Kredit,1540847,success
O009401,COD,9482556,success
O009402,COD,4948113,success
O009403,Kartu Kredit,18841221,success
O009404,Kartu Kredit,2431907,success
O009405,COD,13509007,success
O009406,ShopeePay,18709620,success
O009407,ShopeePay,5360395,success
O009408,Kartu Kredit,17725179,success
O009409,ShopeePay,3131256,success
O009410,ShopeePay,3159507,failed
O009411,ShopeePay,35063185,success
O009412,Kartu Kredit,10336633,success
O009413,ShopeePay,5390897,success
O009414,ShopeePay,15176431,failed
O009415,Kartu Kredit,10539084,failed
O009416,Transfer Bank,10451344,success
O009417,Kartu Kredit,2743754,success
O009418,Transfer Bank,12407425,success
O009419,COD,10960386,success
O009420,Kartu Kredit,5218295,success
O009421,Transfer Bank,4894357,failed
O009422,Kartu Kredit,18307034,success
O009423,Transfer Bank,3318544,success
O009424,Transfer Bank,4225707,success
O009425,COD,7357734,success
O009426,Kartu Kredit,14025174,success
O009427,Transfer Bank,3211794,failed
O009428,Transfer Bank,8333203,success
O009429,COD,25406628,failed
O009430,ShopeePay,541171,success
O009431,Kartu Kredit,8483717,success
O009432,Kartu Kredit,12141349,success
O009433,Transfer Bank,14049499,success
O009434,Kartu Kredit,2475630,failed
O009435,Kartu Kredit,16198237,success
O009436,Transfer Bank,2605452,success
O009437,COD,2195562,success
O009438,ShopeePay,611104,success
O009439,COD,3368268,success
O009440,COD,15970816,failed
O009441,COD,1838433,success
O009442,ShopeePay,12994290,success
O009443,Transfer Bank,16325564,failed
O009444,ShopeePay,23640010,success
O009445,ShopeePay,15752879,success
O009446,COD,18866559,success
O009447,Kartu Kredit,10481220,success
O009448,Transfer Bank,1051824,success
O009449,Transfer Bank,11854663,success
O009450,ShopeePay,15363185,success
O009451,Kartu Kredit,39143270,failed
O009452,Kartu Kredit,25459979,success
O009453,ShopeePay,12885305,success
O009454,COD,6900583,success
O009455,COD,23122970,success
O009456,COD,7788773,success
O009457,Kartu Kredit,16044662,failed
O009458,COD,9292837,success
O009459,Kartu Kredit,13994964,success
O009460,Kartu Kredit,4600496,success
O009461,Transfer Bank,4346352,success
O009462,Transfer Bank,13661563,success
O009463,Kartu Kredit,17823263,success
O009464,COD,13749195,success
O009465,Kartu Kredit,19449381,success
O009466,COD,889563,success
O009467,ShopeePay,16173552,success
O009468,Kartu Kredit,8872472,failed
O009469,ShopeePay,9736656,success
O009470,ShopeePay,7948347,failed
O009471,ShopeePay,6510632,failed
O009472,COD,7360060,failed
O009473,ShopeePay,1477267,success
O009474,COD,7861530,success
O009475,Transfer Bank,9645766,success
O009476,ShopeePay,2629552,success
O009477,Transfer Bank,2178256,success
O009478,Transfer Bank,7215241,success
O009479,Transfer Bank,22829951,success
O009480,COD,7474118,success
O009481,ShopeePay,2996196,success
O009482,Kartu Kredit,14523202,success
O009483,Transfer Bank,6959568,success
O009484,Kartu Kredit,20498535,success
O009485,ShopeePay,19165498,success
O009486,Transfer Bank,7455482,failed
O009487,Transfer Bank,10292310,success
O009488,ShopeePay,26875475,success
O009489,ShopeePay,17200250,success
O009490,Kartu Kredit,144086,success
O009491,Kartu Kredit,19090920,success
O009492,ShopeePay,23990916,success
O009493,ShopeePay,9795996,failed
O009494,ShopeePay,651930,success
O009495,Transfer Bank,19050027,success
O009496,ShopeePay,14320798,failed
O009497,Kartu Kredit,16723406,success
O009498,ShopeePay,4945993,success
O009499,Transfer Bank,2303565,success
O009500,COD,10103145,success
O009501,Kartu Kredit,4070890,failed
O009502,COD,4771753,success
O009503,Transfer Bank,22505314,success
O009504,ShopeePay,39700137,failed
O009505,Transfer Bank,6049516,failed
O009506,ShopeePay,12251749,success
O009507,Kartu Kredit,23167218,success
O009508,COD,5930856,success
O009509,ShopeePay,9651972,success
O009510,ShopeePay,5959452,failed
O009511,ShopeePay,8522576,failed
O009512,Transfer Bank,1196568,success
O009513,Kartu Kredit,11469307,success
O009514,Kartu Kredit,9787483,success
O009515,ShopeePay,5942936,failed
O009516,Transfer Bank,19753930,success
O009517,Kartu Kredit,6387897,failed
O009518,Kartu Kredit,540249,failed
O009519,ShopeePay,13683151,success
O009520,Transfer Bank,19804081,success
O009521,ShopeePay,11774978,success
O009522,ShopeePay,13930430,success
O009523,Transfer Bank,8129094,success
O009524,ShopeePay,10088393,success
O009525,Transfer Bank,3146232,success
O009526,Transfer Bank,11029119,failed
O009527,COD,24125894,success
O009528,COD,7191429,success
O009529,Transfer Bank,3618038,success
O009530,COD,17186604,failed
O009531,ShopeePay,15615033,success
O009532,Kartu Kredit,22133003,success
O009533,COD,2102845,success
O009534,Kartu Kredit,12393050,success
O009535,COD,15874922,failed
O009536,ShopeePay,23293363,success
O009537,Transfer Bank,8359859,success
O009538,Transfer Bank,11659665,success
O009539,COD,16088507,success
O009540,Transfer Bank,13432881,success
O009541,ShopeePay,8024290,success
O009542,COD,7025826,success
O009543,COD,13563402,success
O009544,COD,13671629,failed
O009545,Kartu Kredit,3395424,success
O009546,Transfer Bank,1421192,success
O009547,Kartu Kredit,9963694,success
O009548,COD,2022778,failed
O009549,Kartu Kredit,2688312,success
O009550,Kartu Kredit,6041614,success
O009551,ShopeePay,18608774,failed
O009552,COD,15830341,failed
O009553,ShopeePay,11240133,failed
O009554,Kartu Kredit,4617852,success
O009555,ShopeePay,31011524,failed
O009556,Transfer Bank,11435148,success
O009557,ShopeePay,16934636,success
O009558,COD,12451315,success
O009559,ShopeePay,14369429,success
O009560,Transfer Bank,1203940,success
O009561,Kartu Kredit,324348,success
O009562,ShopeePay,8879539,success
O009563,Transfer Bank,6165922,success
O009564,Transfer Bank,9425284,success
O009565,Kartu Kredit,9470348,success
O009566,Transfer Bank,16111532,success
O009567,Transfer Bank,8330249,success
O009568,ShopeePay,23809800,success
O009569,COD,17962297,success
O009570,Transfer Bank,5887575,failed
O009571,Kartu Kredit,5543333,success
O009572,COD,2383914,success
O009573,Transfer Bank,17160952,success
O009574,Transfer Bank,20654229,failed
O009575,Transfer Bank,367050,success
O009576,COD,8170030,success
O009577,Kartu Kredit,15385691,success
O009578,Kartu Kredit,10984788,success
O009579,COD,23366050,failed
O009580,ShopeePay,18798003,success
O009581,COD,10038261,success
O009582,COD,10438243,failed
O009583,Kartu Kredit,22903523,success
O009584,COD,11149981,success
O009585,COD,4771830,success
O009586,COD,9519501,success
O009587,COD,4369520,success
O009588,Kartu Kredit,17609587,success
O009589,ShopeePay,2976283,success
O009590,COD,8302225,failed
O009591,ShopeePay,14636697,failed
O009592,COD,2084014,failed
O009593,Kartu Kredit,13874380,success
O009594,Transfer Bank,13283131,success
O009595,Transfer Bank,28077302,success
O009596,ShopeePay,15830997,success
O009597,Kartu Kredit,9710318,success
O009598,Kartu Kredit,5669503,failed
O009599,Transfer Bank,11093060,success
O009600,COD,21248712,success
O009601,COD,13283150,success
O009602,Kartu Kredit,3953904,success
O009603,COD,7112280,success
O009604,Kartu Kredit,9529946,success
O009605,ShopeePay,7623036,success
O009606,COD,13867752,success
O009607,ShopeePay,8396417,success
O009608,ShopeePay,21148712,success
O009609,Kartu Kredit,7582085,success
O009610,COD,23199659,failed
O009611,COD,10291513,success
O009612,COD,4982838,success
O009613,COD,14918718,success
O009614,ShopeePay,16114563,success
O009615,ShopeePay,13662983,success
O009616,Transfer Bank,6709150,success
O009617,Kartu Kredit,3106948,success
O009618,Kartu Kredit,10693324,success
O009619,Kartu Kredit,5946452,success
O009620,Transfer Bank,18179367,success
O009621,Transfer Bank,262838,success
O009622,Transfer Bank,7737943,success
O009623,Transfer Bank,14238289,success
O009624,ShopeePay,10673748,success
O009625,COD,15152616,success
O009626,COD,24672001,failed
O009627,ShopeePay,5207635,success
O009628,Transfer Bank,8145555,success
O009629,ShopeePay,5346732,failed
O009630,Kartu Kredit,1486540,success
O009631,Kartu Kredit,17879385,success
O009632,COD,13715578,success
O009633,Transfer Bank,10837006,failed
O009634,ShopeePay,8740751,success
O009635,COD,879696,success
O009636,ShopeePay,2361234,success
O009637,ShopeePay,20389313,success
O009638,ShopeePay,4540876,success
O009639,COD,6969534,success
O009640,Kartu Kredit,6463776,failed
O009641,Kartu Kredit,15794872,failed
O009642,Kartu Kredit,18172653,success
O009643,Kartu Kredit,27008030,success
O009644,Transfer Bank,1554740,success
O009645,Kartu Kredit,21704383,success
O009646,ShopeePay,6489656,success
O009647,Kartu Kredit,19381877,success
O009648,ShopeePay,19108232,success
O009649,Transfer Bank,349235,success
O009650,ShopeePay,13237109,success
O009651,ShopeePay,12167892,failed
O009652,Transfer Bank,19692853,failed
O009653,COD,25766236,success
O009654,Transfer Bank,3400251,success
O009655,Kartu Kredit,12343829,failed
O009656,ShopeePay,1010552,success
O009657,COD,18462156,success
O009658,Kartu Kredit,19785863,success
O009659,ShopeePay,3009850,success
O009660,Kartu Kredit,12291252,success
O009661,ShopeePay,2368488,success
O009662,COD,7375611,success
O009663,Transfer Bank,13672154,success
O009664,COD,7366218,success
O009665,ShopeePay,38223928,success
O009666,Kartu Kredit,14187976,failed
O009667,COD,11831051,success
O009668,COD,8156285,success
O009669,Kartu Kredit,11556065,failed
O009670,COD,10013852,success
O009671,Transfer Bank,13863108,success
O009672,Transfer Bank,238096,success
O009673,Transfer Bank,18033016,success
O009674,COD,14113860,success
O009675,ShopeePay,7183538,failed
O009676,Transfer Bank,13899415,success
O009677,ShopeePay,7948425,success
O009678,Kartu Kredit,18352808,success
O009679,Kartu Kredit,15006417,success
O009680,ShopeePay,9429284,success
O009681,Kartu Kredit,18782038,success
O009682,COD,23529244,failed
O009683,ShopeePay,5125826,success
O009684,COD,11703892,failed
O009685,Kartu Kredit,997374,success
O009686,Kartu Kredit,8715518,success
O009687,ShopeePay,22854150,success
O009688,ShopeePay,13567974,success
O009689,Transfer Bank,693232,success
O009690,COD,13484339,success
O009691,Kartu Kredit,6111172,failed
O009692,ShopeePay,18422147,success
O009693,COD,322692,success
O009694,Transfer Bank,24392209,success
O009695,ShopeePay,14640263,success
O009696,Kartu Kredit,11459309,failed
O009697,Kartu Kredit,36229738,failed
O009698,Kartu Kredit,8054707,success
O009699,Transfer Bank,11723988,success
O009700,ShopeePay,17303052,success
O009701,Transfer Bank,3884461,success
O009702,Transfer Bank,5847685,failed
O009703,Transfer Bank,15251799,success
O009704,ShopeePay,14722096,success
O009705,ShopeePay,26991148,success
O009706,Kartu Kredit,10513185,success
O009707,ShopeePay,19957903,success
O009708,Kartu Kredit,18589986,success
O009709,Transfer Bank,12083685,failed
O009710,Transfer Bank,1478269,failed
O009711,COD,6388533,failed
O009712,Transfer Bank,18044803,success
O009713,ShopeePay,2253846,success
O009714,Kartu Kredit,26239493,success
O009715,Kartu Kredit,14422680,success
O009716,Kartu Kredit,24952415,success
O009717,Transfer Bank,3316264,success
O009718,Transfer Bank,1629825,success
O009719,Transfer Bank,15457170,success
O009720,COD,18909512,success
O009721,ShopeePay,843088,success
O009722,Kartu Kredit,14181334,success
O009723,Kartu Kredit,10830576,success
O009724,ShopeePay,8384978,failed
O009725,Kartu Kredit,31295132,failed
O009726,COD,9511908,failed
O009727,ShopeePay,16459782,failed
O009728,ShopeePay,14420385,success
O009729,ShopeePay,7067946,success
O009730,Kartu Kredit,14308761,success
O009731,Transfer Bank,9543608,success
O009732,ShopeePay,18061685,success
O009733,Kartu Kredit,3049203,success
O009734,Kartu Kredit,34134000,success
O009735,COD,8377640,success
O009736,Transfer Bank,1104750,failed
O009737,Transfer Bank,12400241,success
O009738,COD,5316752,success
O009739,Transfer Bank,1010692,success
O009740,Kartu Kredit,3168564,success
O009741,Kartu Kredit,10546907,success
O009742,ShopeePay,26378168,success
O009743,Kartu Kredit,5539460,success
O009744,ShopeePay,10453413,success
O009745,Transfer Bank,1772055,success
O009746,Transfer Bank,21441906,success
O009747,Kartu Kredit,11672045,failed
O009748,Transfer Bank,9424808,success
O009749,COD,16852866,success
O009750,Kartu Kredit,12550757,success
O009751,ShopeePay,12483078,failed
O009752,COD,5253260,success
O009753,COD,9186092,failed
O009754,Transfer Bank,7028010,success
O009755,ShopeePay,7574389,success
O009756,Kartu Kredit,1026108,success
O009757,ShopeePay,7457303,success
O009758,Kartu Kredit,12877672,success
O009759,Kartu Kredit,26546229,success
O009760,Transfer Bank,17100878,success
O009761,ShopeePay,6504597,success
O009762,Kartu Kredit,2955918,success
O009763,ShopeePay,17404013,success
O009764,COD,22419958,success
O009765,ShopeePay,492753,success
O009766,Kartu Kredit,15936141,failed
O009767,COD,4597667,success
O009768,Kartu Kredit,13643413,success
O009769,ShopeePay,15014944,success
O009770,COD,13976287,success
O009771,COD,8864286,success
O009772,Transfer Bank,5870799,success
O009773,ShopeePay,2907970,success
O009774,ShopeePay,5977182,success
O009775,COD,12991429,success
O009776,COD,3346542,success
O009777,Kartu Kredit,19852635,success
O009778,COD,11608144,success
O009779,ShopeePay,14131293,failed
O009780,ShopeePay,18557497,success
O009781,COD,13759595,success
O009782,COD,19851032,success
O009783,Kartu Kredit,11390311,success
O009784,COD,5119830,failed
O009785,COD,14307386,success
O009786,COD,37343735,success
O009787,Kartu Kredit,6281117,success
O009788,Kartu Kredit,5192239,success
O009789,ShopeePay,328502,success
O009790,COD,13906139,success
O009791,ShopeePay,2670027,success
O009792,ShopeePay,19689852,success
O009793,Kartu Kredit,12733395,success
O009794,COD,372195,success
O009795,ShopeePay,17751024,success
O009796,Transfer Bank,3905133,success
O009797,Kartu Kredit,6894596,success
O009798,ShopeePay,17115994,success
O009799,Transfer Bank,20820228,failed
O009800,Kartu Kredit,17057406,success
O009801,Kartu Kredit,11141069,success
O009802,COD,10570675,success
O009803,Kartu Kredit,17044717,success
O009804,Transfer Bank,452645,success
O009805,ShopeePay,19877548,success
O009806,Kartu Kredit,7193070,success
O009807,COD,13695540,success
O009808,Kartu Kredit,20158517,success
O009809,Kartu Kredit,3298742,failed
O009810,Kartu Kredit,12014734,success
O009811,Transfer Bank,1924149,success
O009812,COD,1337032,success
O009813,ShopeePay,17182891,success
O009814,COD,17048233,success
O009815,Transfer Bank,5320411,success
O009816,COD,7933739,success
O009817,COD,3558050,success
O009818,ShopeePay,24497719,failed
O009819,Kartu Kredit,14365881,success
O009820,ShopeePay,25499326,success
O009821,ShopeePay,29456136,success
O009822,ShopeePay,15970970,success
O009823,ShopeePay,85131,success
O009824,ShopeePay,8777919,success
O009825,ShopeePay,17220199,success
O009826,ShopeePay,7047431,success
O009827,COD,1639882,success
O009828,COD,9493740,failed
O009829,Transfer Bank,7733364,success
O009830,COD,10754959,success
O009831,Transfer Bank,8738940,success
O009832,Kartu Kredit,1227935,failed
O009833,COD,5151597,success
O009834,ShopeePay,3143488,success
O009835,ShopeePay,19172065,success
O009836,Kartu Kredit,14529675,success
O009837,ShopeePay,13951910,success
O009838,Transfer Bank,4542520,success
O009839,Transfer Bank,13630162,failed
O009840,Kartu Kredit,10142503,success
O009841,Kartu Kredit,9971245,failed
O009842,Transfer Bank,7029842,success
O009843,ShopeePay,19724277,success
O009844,Transfer Bank,5125437,failed
O009845,COD,18836068,success
O009846,ShopeePay,17030144,success
O009847,Transfer Bank,18184440,success
O009848,COD,1954812,success
O009849,ShopeePay,252876,success
O009850,Kartu Kredit,16589674,success
O009851,ShopeePay,346668,success
O009852,ShopeePay,35019105,success
O009853,Kartu Kredit,21377404,success
O009854,COD,1660866,failed
O009855,COD,5093926,success
O009856,Transfer Bank,19327178,failed
O009857,Transfer Bank,5799078,success
O009858,Transfer Bank,24805177,success
O009859,ShopeePay,10551766,success
O009860,ShopeePay,4633238,success
O009861,Transfer Bank,12652560,success
O009862,Transfer Bank,13238271,success
O009863,ShopeePay,15816616,success
O009864,Transfer Bank,8763586,success
O009865,ShopeePay,4119565,failed
O009866,Kartu Kredit,18106287,success
O009867,Transfer Bank,9572050,success
O009868,Kartu Kredit,6385121,success
O009869,Kartu Kredit,1320042,success
O009870,COD,720332,success
O009871,Transfer Bank,24203770,success
O009872,Transfer Bank,17813273,success
O009873,COD,8089239,success
O009874,ShopeePay,23516657,success
O009875,Kartu Kredit,23903594,success
O009876,ShopeePay,9867634,success
O009877,ShopeePay,4919388,success
O009878,Transfer Bank,9134416,success
O009879,ShopeePay,1919685,success
O009880,COD,25378300,success
O009881,ShopeePay,24150668,success
O009882,Transfer Bank,4388942,success
O009883,Transfer Bank,10939147,success
O009884,Transfer Bank,8891640,success
O009885,COD,22543701,success
O009886,Kartu Kredit,12950425,success
O009887,Transfer Bank,20645702,success
O009888,COD,6540732,success
O009889,Transfer Bank,4052037,success
O009890,COD,13069540,success
O009891,ShopeePay,20751432,success
O009892,Kartu Kredit,1586172,success
O009893,ShopeePay,18535076,success
O009894,ShopeePay,23664743,success
O009895,ShopeePay,8738412,success
O009896,COD,11511788,success
O009897,Kartu Kredit,16029707,failed
O009898,COD,22486363,success
O009899,Transfer Bank,1080152,success
O009900,Kartu Kredit,3178552,success
O009901,Kartu Kredit,3689234,failed
O009902,ShopeePay,3202408,success
O009903,ShopeePay,14150153,success
O009904,ShopeePay,8794091,success
O009905,COD,28461092,success
O009906,Kartu Kredit,14103277,success
O009907,ShopeePay,14823818,success
O009908,Kartu Kredit,2084014,failed
O009909,Kartu Kredit,12621270,success
O009910,Kartu Kredit,18415618,success
O009911,ShopeePay,14925511,success
O009912,COD,17333749,success
O009913,Transfer Bank,19259998,success
O009914,Transfer Bank,17572299,success
O009915,ShopeePay,8040264,success
O009916,Kartu Kredit,11326575,success
O009917,Transfer Bank,14192903,success
O009918,ShopeePay,12867553,failed
O009919,ShopeePay,14675307,success
O009920,COD,8208915,failed
O009921,COD,13066493,success
O009922,COD,25690057,success
O009923,COD,19913249,success
O009924,ShopeePay,6729735,success
O009925,ShopeePay,6227961,failed
O009926,Kartu Kredit,17137928,success
O009927,Kartu Kredit,27213101,failed
O009928,COD,8663862,success
O009929,ShopeePay,1071935,failed
O009930,Kartu Kredit,8137019,success
O009931,COD,36811381,success
O009932,COD,12159330,success
O009933,ShopeePay,3743619,success
O009934,ShopeePay,13468320,success
O009935,Kartu Kredit,26915983,success
O009936,COD,3920769,success
O009937,ShopeePay,4473330,success
O009938,Transfer Bank,8479584,success
O009939,ShopeePay,7180988,success
O009940,Kartu Kredit,19247917,success
O009941,Transfer Bank,1083651,failed
O009942,ShopeePay,3256528,failed
O009943,Transfer Bank,4077026,success
O009944,Kartu Kredit,14480180,success
O009945,Transfer Bank,15081167,success
O009946,Kartu Kredit,9668932,success
O009947,ShopeePay,4199254,success
O009948,ShopeePay,711818,success
O009949,Transfer Bank,6681560,success
O009950,Transfer Bank,20276101,success
O009951,Transfer Bank,18766476,success
O009952,Transfer Bank,3317277,success
O009953,Transfer Bank,12766789,success
O009954,Transfer Bank,3064055,success
O009955,COD,12516177,success
O009956,Kartu Kredit,90181,success
O009957,Kartu Kredit,16092049,failed
O009958,Kartu Kredit,20577471,failed
O009959,Kartu Kredit,4900724,success
O009960,COD,18835760,success
O009961,COD,11607255,success
O009962,ShopeePay,19450023,failed
O009963,ShopeePay,2932185,success
O009964,Kartu Kredit,1671290,failed
O009965,COD,9866896,success
O009966,Transfer Bank,38946376,success
O009967,Kartu Kredit,10956432,success
O009968,Transfer Bank,10653777,failed
O009969,Transfer Bank,6219132,success
O009970,Kartu Kredit,15951183,success
O009971,ShopeePay,11228070,success
O009972,ShopeePay,14702606,success
O009973,Kartu Kredit,10710195,success
O009974,Transfer Bank,1492961,success
O009975,Kartu Kredit,1899646,success
O009976,Transfer Bank,5419970,success
O009977,Kartu Kredit,6583413,success
O009978,ShopeePay,6009410,success
O009979,Kartu Kredit,10751717,success
O009980,Kartu Kredit,9864038,failed
O009981,Transfer Bank,5190345,success
O009982,Transfer Bank,17620129,success
O009983,ShopeePay,22614695,success
O009984,Kartu Kredit,15319004,failed
O009985,ShopeePay,8502139,failed
O009986,COD,16485580,success
O009987,COD,4019439,success
O009988,ShopeePay,22039654,success
O009989,ShopeePay,16609809,success
O009990,COD,16127965,success
O009991,Kartu Kredit,26117411,failed
O009992,Kartu Kredit,8895125,success
O009993,COD,6241434,success
O009994,Kartu Kredit,1681842,success
O009995,Transfer Bank,9080964,success
O009996,Kartu Kredit,10593136,failed
O009997,COD,7054528,success
O009998,Transfer Bank,6098940,success
O009999,Kartu Kredit,18445261,success
O010000,Transfer Bank,11802544,success
O010001,Transfer Bank,13925259,success
O010002,ShopeePay,12923379,success
O010003,Transfer Bank,4742966,failed
O010004,Transfer Bank,13166017,success
O010005,Kartu Kredit,4681582,success
O010006,Transfer Bank,18299996,success
O010007,Transfer Bank,3285214,success
O010008,Kartu Kredit,14561088,success
O010009,ShopeePay,4174232,success
O010010,ShopeePay,18759969,success
O010011,ShopeePay,10163900,success
O010012,ShopeePay,30275583,success
O010013,COD,25828466,success
O010014,Transfer Bank,21068085,success
O010015,Transfer Bank,2856340,success
O010016,Transfer Bank,12278288,failed
O010017,ShopeePay,20531616,success
O010018,ShopeePay,21975538,failed
O010019,Transfer Bank,16334656,success
O010020,Transfer Bank,24261191,success
O010021,Kartu Kredit,11191857,success
O010022,Transfer Bank,18599809,success
O010023,Transfer Bank,26117145,success
O010024,COD,15103662,success
O010025,Transfer Bank,13202248,success
O010026,ShopeePay,17312670,success
O010027,COD,22950340,success
O010028,Kartu Kredit,9430823,success
O010029,ShopeePay,6494296,success
O010030,Kartu Kredit,9417106,success
O010031,COD,3488716,failed
O010032,COD,29920095,success
O010033,Transfer Bank,10158304,success
O010034,COD,9611048,success
O010035,ShopeePay,14371778,success
O010036,COD,5065567,success
O010037,ShopeePay,12974749,success
O010038,Transfer Bank,16790131,success
O010039,COD,18977551,success
O010040,ShopeePay,7804482,success
O010041,ShopeePay,7240845,failed
O010042,Transfer Bank,5701498,success
O010043,Kartu Kredit,13182085,success
O010044,Kartu Kredit,672417,success
O010045,Kartu Kredit,694275,success
O010046,Kartu Kredit,13659208,success
O010047,Kartu Kredit,23481779,success
O010048,Transfer Bank,18195358,success
O010049,ShopeePay,2359696,success
O010050,ShopeePay,17262602,success
O010051,Kartu Kredit,24562895,success
O010052,ShopeePay,17241283,success
O010053,COD,22794655,success
O010054,Transfer Bank,17007713,success
O010055,ShopeePay,11588460,success
O010056,COD,20709471,success
O010057,ShopeePay,15964122,success
O010058,ShopeePay,23413715,success
O010059,ShopeePay,5154122,success
O010060,Kartu Kredit,3531915,success
O010061,COD,14680802,success
O010062,Kartu Kredit,9944440,failed
O010063,Transfer Bank,13913446,success
O010064,Transfer Bank,1660946,success
O010065,Transfer Bank,22094170,success
O010066,COD,6248694,success
O010067,Kartu Kredit,13534336,success
O010068,COD,1934249,failed
O010069,Kartu Kredit,13136001,success
O010070,Transfer Bank,32117189,success
O010071,COD,5504829,success
O010072,COD,8597039,success
O010073,COD,6202965,failed
O010074,ShopeePay,5306818,success
O010075,ShopeePay,12671730,success
O010076,ShopeePay,14072949,success
O010077,Transfer Bank,23614411,success
O010078,COD,16084750,success
O010079,Transfer Bank,843133,success
O010080,COD,12277812,success
O010081,Transfer Bank,4646042,success
O010082,COD,4852028,success
O010083,COD,15436159,success
O010084,ShopeePay,25991456,success
O010085,ShopeePay,10405586,success
O010086,Transfer Bank,5824156,success
O010087,Transfer Bank,6583385,success
O010088,Kartu Kredit,28915612,success
O010089,ShopeePay,7596747,failed
O010090,COD,5377297,success
O010091,Transfer Bank,14956468,success
O010092,Transfer Bank,7967102,success
O010093,COD,5739088,success
O010094,ShopeePay,4792146,failed
O010095,Kartu Kredit,20274900,success
O010096,ShopeePay,10474270,success
O010097,Transfer Bank,4967571,success
O010098,Kartu Kredit,21466898,success
O010099,COD,15779862,success
O010100,Kartu Kredit,4245257,success
O010101,Kartu Kredit,19005024,success
O010102,ShopeePay,16016204,failed
O010103,COD,56936,success
O010104,ShopeePay,12292685,success
O010105,COD,1608996,success
O010106,COD,7336794,success
O010107,ShopeePay,15580480,failed
O010108,ShopeePay,20940834,success
O010109,Kartu Kredit,11879408,failed
O010110,COD,4300313,success
O010111,Kartu Kredit,24771425,success
O010112,Transfer Bank,15364367,success
O010113,Kartu Kredit,12503682,success
O010114,COD,1667106,success
O010115,ShopeePay,4642080,success
O010116,ShopeePay,18659647,success
O010117,COD,14145100,success
O010118,COD,12838162,success
O010119,COD,8371146,failed
O010120,ShopeePay,1115313,success
O010121,Transfer Bank,23269941,success
O010122,Kartu Kredit,2640084,success
O010123,ShopeePay,6780442,success
O010124,Transfer Bank,2640084,success
O010125,Transfer Bank,14394752,success
O010126,Transfer Bank,8792991,success
O010127,ShopeePay,12100432,success
O010128,Transfer Bank,8417744,success
O010129,Kartu Kredit,3913817,failed
O010130,COD,29567689,failed
O010131,Transfer Bank,27026665,success
O010132,COD,1846742,success
O010133,COD,11641602,success
O010134,Kartu Kredit,10324872,failed
O010135,Kartu Kredit,1954089,success
O010136,Kartu Kredit,8293819,success
O010137,ShopeePay,8917759,success
O010138,COD,3248767,success
O010139,Transfer Bank,10960907,success
O010140,Transfer Bank,1924149,success
O010141,Kartu Kredit,10291012,success
O010142,COD,8632674,success
O010143,Kartu Kredit,14792664,success
O010144,Transfer Bank,13956043,success
O010145,Transfer Bank,11995251,success
O010146,ShopeePay,19414986,success
O010147,COD,22219710,failed
O010148,Kartu Kredit,10432200,success
O010149,Transfer Bank,5394524,failed
O010150,Kartu Kredit,10089600,success
O010151,Transfer Bank,29804650,success
O010152,Kartu Kredit,5751272,success
O010153,COD,3973190,success
O010154,ShopeePay,23348454,success
O010155,ShopeePay,15773272,success
O010156,Transfer Bank,17992763,success
