order_id,user_id,order_date,status,estimated_delivery
O008565,U03491,2024-01-07,delivered,2024-01-09
O008566,U02469,2025-01-02,delivered,2025-01-06
O008567,U02944,2025-02-26,delivered,2025-03-02
O008568,U00895,2025-03-24,delivered,2025-03-27
O008569,U01622,2024-09-21,delivered,2024-09-28
O008570,U01202,2022-11-19,delivered,2022-11-25
O008571,U01350,2025-04-14,delivered,2025-04-21
O008572,U01294,2025-06-07,delivered,2025-06-10
O008573,U01851,2025-04-07,delivered,2025-04-10
O008574,U04018,2025-06-16,delivered,2025-06-23
O008575,U04705,2025-04-20,canceled,2025-04-26
O008576,U00513,2024-09-29,delivered,2024-10-01
O008577,U03975,2024-02-19,delivered,2024-02-22
O008578,U04947,2023-12-09,delivered,2023-12-14
O008579,U03841,2022-12-30,delivered,2023-01-04
O008580,U00172,2024-09-05,delivered,2024-09-12
O008581,U01041,2025-01-09,delivered,2025-01-16
O008582,U04130,2025-06-18,canceled,2025-06-23
O008583,U01461,2025-06-30,delivered,2025-07-02
O008584,U04373,2024-11-27,delivered,2024-11-29
O008585,U04905,2024-08-10,delivered,2024-08-16
O008586,U01129,2025-04-22,delivered,2025-04-29
O008587,U03636,2025-04-10,delivered,2025-04-16
O008588,U02917,2023-07-24,delivered,2023-07-31
O008589,U01454,2025-07-03,canceled,2025-07-06
O008590,U02122,2025-05-22,delivered,2025-05-24
O008591,U03241,2025-03-10,delivered,2025-03-12
O008592,U01743,2025-06-19,delivered,2025-06-24
O008593,U04071,2025-06-29,delivered,2025-07-03
O008594,U01519,2023-10-28,delivered,2023-11-01
O008595,U02072,2024-04-12,delivered,2024-04-15
O008596,U02833,2024-09-05,delivered,2024-09-07
O008597,U00331,2025-05-16,delivered,2025-05-20
O008598,U00061,2024-08-26,delivered,2024-08-30
O008599,U01367,2023-02-23,delivered,2023-02-27
O008600,U04160,2024-12-21,delivered,2024-12-26
O008601,U01723,2025-04-17,delivered,2025-04-19
O008602,U04253,2025-05-27,delivered,2025-06-03
O008603,U03240,2025-04-04,delivered,2025-04-10
O008604,U04683,2024-05-13,delivered,2024-05-16
O008605,U04628,2024-11-22,returned,2024-11-24
O008606,U00245,2024-07-01,delivered,2024-07-07
O008607,U03017,2025-06-07,delivered,2025-06-10
O008608,U02924,2023-07-26,delivered,2023-08-01
O008609,U01834,2025-02-10,delivered,2025-02-17
O008610,U03036,2025-06-03,delivered,2025-06-09
O008611,U01891,2024-08-04,delivered,2024-08-09
O008612,U02436,2023-12-05,delivered,2023-12-08
O008613,U01493,2024-04-28,delivered,2024-05-02
O008614,U01372,2025-06-26,returned,2025-07-02
O008615,U00374,2024-08-19,delivered,2024-08-22
O008616,U03469,2024-06-21,delivered,2024-06-24
O008617,U00095,2024-03-15,delivered,2024-03-20
O008618,U01699,2025-04-09,delivered,2025-04-11
O008619,U01392,2022-08-18,delivered,2022-08-21
O008620,U04410,2025-03-05,delivered,2025-03-08
O008621,U03547,2025-07-08,delivered,2025-07-13
O008622,U03637,2024-11-21,delivered,2024-11-28
O008623,U01685,2023-11-13,delivered,2023-11-15
O008624,U01258,2025-07-02,delivered,2025-07-09
O008625,U03074,2025-04-06,delivered,2025-04-09
O008626,U03451,2024-02-12,delivered,2024-02-19
O008627,U02227,2023-04-28,returned,2023-04-30
O008628,U02546,2025-03-09,delivered,2025-03-13
O008629,U04106,2023-05-25,delivered,2023-06-01
O008630,U02705,2025-02-23,delivered,2025-02-27
O008631,U04068,2025-03-10,delivered,2025-03-15
O008632,U00802,2024-11-18,delivered,2024-11-22
O008633,U00640,2025-04-18,delivered,2025-04-20
O008634,U00506,2025-06-27,delivered,2025-07-01
O008635,U00872,2025-06-14,delivered,2025-06-16
O008636,U00511,2024-08-22,delivered,2024-08-28
O008637,U00493,2024-06-19,delivered,2024-06-23
O008638,U02334,2024-04-21,delivered,2024-04-23
O008639,U04795,2025-05-14,delivered,2025-05-20
O008640,U04215,2024-07-09,canceled,2024-07-14
O008641,U03748,2024-12-22,delivered,2024-12-29
O008642,U04262,2025-05-31,delivered,2025-06-07
O008643,U04351,2023-06-19,delivered,2023-06-26
O008644,U02842,2025-01-16,delivered,2025-01-19
O008645,U01703,2024-11-30,canceled,2024-12-02
O008646,U02297,2025-07-05,delivered,2025-07-09
O008647,U01524,2025-03-19,canceled,2025-03-22
O008648,U01160,2024-08-12,delivered,2024-08-19
O008649,U00671,2025-07-08,canceled,2025-07-12
O008650,U00478,2025-01-20,delivered,2025-01-23
O008651,U04541,2025-04-25,delivered,2025-05-02
O008652,U02913,2025-04-30,delivered,2025-05-06
O008653,U04058,2024-08-24,delivered,2024-08-27
O008654,U03562,2023-04-29,delivered,2023-05-03
O008655,U00328,2024-05-08,delivered,2024-05-13
O008656,U01632,2024-04-19,delivered,2024-04-22
O008657,U02872,2025-05-20,delivered,2025-05-27
O008658,U04981,2024-12-06,delivered,2024-12-13
O008659,U00400,2025-01-21,delivered,2025-01-23
O008660,U03864,2025-07-06,delivered,2025-07-08
O008661,U04072,2024-09-18,delivered,2024-09-22
O008662,U02488,2025-01-13,delivered,2025-01-16
O008663,U01299,2025-05-22,delivered,2025-05-24
O008664,U04743,2025-04-06,delivered,2025-04-09
O008665,U02736,2025-03-05,delivered,2025-03-09
O008666,U02557,2024-10-25,delivered,2024-10-30
O008667,U03229,2024-01-02,delivered,2024-01-09
O008668,U01064,2024-10-23,delivered,2024-10-26
O008669,U04228,2024-08-11,delivered,2024-08-14
O008670,U04753,2023-12-09,delivered,2023-12-12
O008671,U00105,2024-07-17,delivered,2024-07-24
O008672,U01740,2025-07-01,returned,2025-07-04
O008673,U03892,2024-03-20,canceled,2024-03-22
O008674,U04463,2024-12-21,delivered,2024-12-27
O008675,U04088,2024-08-18,delivered,2024-08-23
O008676,U01195,2025-05-10,canceled,2025-05-16
O008677,U03964,2024-02-11,delivered,2024-02-17
O008678,U01646,2025-04-02,delivered,2025-04-08
O008679,U00952,2025-04-20,delivered,2025-04-25
O008680,U00816,2025-06-11,canceled,2025-06-17
O008681,U03173,2025-01-29,delivered,2025-01-31
O008682,U00444,2024-09-26,delivered,2024-10-02
O008683,U04507,2025-03-14,delivered,2025-03-16
O008684,U02819,2024-10-20,delivered,2024-10-27
O008685,U02431,2025-05-20,delivered,2025-05-27
O008686,U01787,2024-10-20,delivered,2024-10-27
O008687,U00702,2025-04-19,canceled,2025-04-23
O008688,U00207,2025-01-25,delivered,2025-01-30
O008689,U01042,2025-02-16,canceled,2025-02-22
O008690,U04894,2023-10-14,delivered,2023-10-17
O008691,U00370,2024-12-19,delivered,2024-12-23
O008692,U04044,2024-03-17,delivered,2024-03-20
O008693,U02439,2023-08-04,delivered,2023-08-10
O008694,U01606,2025-07-08,delivered,2025-07-13
O008695,U02433,2025-07-08,canceled,2025-07-11
O008696,U01095,2024-07-19,delivered,2024-07-21
O008697,U03068,2024-06-24,delivered,2024-06-27
O008698,U02269,2024-09-20,delivered,2024-09-24
O008699,U00907,2024-02-04,returned,2024-02-11
O008700,U00305,2024-03-04,delivered,2024-03-06
O008701,U01759,2025-04-29,delivered,2025-05-01
O008702,U03066,2025-07-06,delivered,2025-07-11
O008703,U04354,2024-07-23,delivered,2024-07-25
O008704,U04756,2023-12-12,delivered,2023-12-18
O008705,U01882,2024-12-09,delivered,2024-12-14
O008706,U01065,2024-08-18,delivered,2024-08-21
O008707,U01600,2024-01-22,delivered,2024-01-26
O008708,U04694,2024-01-16,delivered,2024-01-22
O008709,U04552,2025-02-21,delivered,2025-02-27
O008710,U03029,2024-09-18,delivered,2024-09-21
O008711,U00673,2024-11-17,delivered,2024-11-22
O008712,U00132,2025-02-10,delivered,2025-02-16
O008713,U04576,2025-04-23,delivered,2025-04-26
O008714,U03652,2025-03-01,delivered,2025-03-07
O008715,U04900,2023-08-13,delivered,2023-08-16
O008716,U01887,2024-03-26,delivered,2024-03-31
O008717,U01993,2024-06-15,canceled,2024-06-22
O008718,U00499,2025-03-13,canceled,2025-03-20
O008719,U01565,2025-06-24,delivered,2025-06-30
O008720,U00804,2025-02-05,delivered,2025-02-11
O008721,U02306,2025-02-25,delivered,2025-03-03
O008722,U03713,2025-05-01,canceled,2025-05-07
O008723,U02835,2025-01-30,delivered,2025-02-04
O008724,U02491,2025-03-12,delivered,2025-03-17
O008725,U04401,2024-07-27,delivered,2024-07-29
O008726,U03991,2025-01-13,delivered,2025-01-20
O008727,U04378,2025-02-18,delivered,2025-02-24
O008728,U03875,2024-08-19,delivered,2024-08-24
O008729,U02182,2024-09-21,delivered,2024-09-26
O008730,U01947,2024-04-28,delivered,2024-05-05
O008731,U00127,2025-02-21,delivered,2025-02-25
O008732,U04657,2024-11-23,delivered,2024-11-26
O008733,U00260,2024-05-21,delivered,2024-05-23
O008734,U00494,2023-08-31,delivered,2023-09-06
O008735,U00624,2023-12-10,delivered,2023-12-13
O008736,U04760,2023-10-12,delivered,2023-10-16
O008737,U02911,2025-07-02,delivered,2025-07-06
O008738,U01504,2023-04-16,canceled,2023-04-20
O008739,U01347,2025-03-30,delivered,2025-04-02
O008740,U04366,2025-04-09,delivered,2025-04-11
O008741,U03007,2023-01-22,delivered,2023-01-25
O008742,U04621,2025-06-03,delivered,2025-06-08
O008743,U03710,2025-04-05,delivered,2025-04-09
O008744,U00520,2024-11-12,canceled,2024-11-19
O008745,U04901,2023-03-12,delivered,2023-03-15
O008746,U01302,2025-04-17,returned,2025-04-19
O008747,U00940,2024-07-29,delivered,2024-08-03
O008748,U03564,2024-05-16,returned,2024-05-22
O008749,U01821,2025-02-15,delivered,2025-02-20
O008750,U00463,2025-01-27,delivered,2025-01-29
O008751,U01543,2024-08-15,delivered,2024-08-18
O008752,U04014,2025-07-03,delivered,2025-07-05
O008753,U03486,2024-01-07,delivered,2024-01-09
O008754,U01437,2025-03-31,delivered,2025-04-02
O008755,U03615,2024-12-20,delivered,2024-12-23
O008756,U00834,2025-07-02,delivered,2025-07-06
O008757,U01391,2025-06-07,delivered,2025-06-14
O008758,U03095,2023-12-04,delivered,2023-12-08
O008759,U01749,2025-05-06,delivered,2025-05-08
O008760,U00706,2025-02-16,delivered,2025-02-20
O008761,U02417,2024-12-09,delivered,2024-12-13
O008762,U04888,2023-05-02,delivered,2023-05-04
O008763,U03483,2024-02-21,delivered,2024-02-28
O008764,U01320,2025-01-01,delivered,2025-01-04
O008765,U03482,2024-01-11,delivered,2024-01-17
O008766,U03906,2024-08-24,delivered,2024-08-27
O008767,U03207,2025-03-23,delivered,2025-03-28
O008768,U03528,2024-12-05,delivered,2024-12-10
O008769,U01585,2025-06-17,delivered,2025-06-20
O008770,U02189,2024-02-04,delivered,2024-02-09
O008771,U02596,2024-03-26,delivered,2024-03-31
O008772,U04129,2025-07-04,delivered,2025-07-09
O008773,U03046,2025-02-25,delivered,2025-02-28
O008774,U04898,2025-01-17,delivered,2025-01-19
O008775,U03582,2024-07-24,delivered,2024-07-27
O008776,U04389,2025-01-25,delivered,2025-01-31
O008777,U02459,2023-11-16,delivered,2023-11-18
O008778,U02078,2025-01-25,delivered,2025-02-01
O008779,U03961,2025-06-10,delivered,2025-06-13
O008780,U03139,2025-06-20,delivered,2025-06-22
O008781,U00200,2025-04-10,delivered,2025-04-13
O008782,U01671,2024-11-15,delivered,2024-11-20
O008783,U04377,2024-01-24,delivered,2024-01-31
O008784,U04320,2024-12-29,delivered,2025-01-03
O008785,U01654,2024-11-25,canceled,2024-11-29
O008786,U04691,2024-02-25,delivered,2024-02-28
O008787,U01277,2024-03-21,delivered,2024-03-27
O008788,U03430,2025-01-09,canceled,2025-01-13
O008789,U00117,2024-05-27,delivered,2024-06-03
O008790,U01619,2024-05-20,canceled,2024-05-27
O008791,U01670,2025-03-26,delivered,2025-04-02
O008792,U02998,2025-06-11,delivered,2025-06-18
O008793,U02000,2024-12-10,delivered,2024-12-16
O008794,U02465,2024-04-07,delivered,2024-04-11
O008795,U01173,2024-10-20,delivered,2024-10-23
O008796,U03050,2025-05-24,delivered,2025-05-29
O008797,U01265,2024-10-31,delivered,2024-11-02
O008798,U01115,2025-04-29,canceled,2025-05-02
O008799,U02073,2025-07-01,delivered,2025-07-07
O008800,U04121,2023-10-16,delivered,2023-10-22
O008801,U03769,2023-02-18,delivered,2023-02-25
O008802,U03796,2025-01-09,delivered,2025-01-12
O008803,U00913,2024-07-21,delivered,2024-07-23
O008804,U03115,2024-11-07,delivered,2024-11-10
O008805,U02563,2024-11-13,delivered,2024-11-18
O008806,U01536,2024-10-24,delivered,2024-10-26
O008807,U02429,2024-12-03,delivered,2024-12-06
O008808,U00321,2024-10-07,delivered,2024-10-12
O008809,U02566,2024-07-11,delivered,2024-07-13
O008810,U00971,2024-08-04,delivered,2024-08-10
O008811,U02417,2024-11-01,returned,2024-11-03
O008812,U02260,2024-06-28,delivered,2024-07-05
O008813,U04950,2025-05-07,delivered,2025-05-14
O008814,U01508,2024-12-28,delivered,2024-12-31
O008815,U02820,2024-03-01,delivered,2024-03-08
O008816,U01844,2024-06-13,delivered,2024-06-19
O008817,U03703,2024-09-10,delivered,2024-09-13
O008818,U00673,2023-12-25,delivered,2024-01-01
O008819,U02454,2024-10-14,canceled,2024-10-16
O008820,U01807,2024-07-27,delivered,2024-08-03
O008821,U02626,2025-04-01,delivered,2025-04-08
O008822,U03792,2023-03-10,delivered,2023-03-13
O008823,U04884,2025-05-27,delivered,2025-06-03
O008824,U03583,2024-10-06,delivered,2024-10-13
O008825,U01078,2025-02-24,delivered,2025-02-28
O008826,U01576,2025-02-03,delivered,2025-02-06
O008827,U04274,2025-06-21,delivered,2025-06-25
O008828,U00564,2025-02-23,delivered,2025-02-27
O008829,U04165,2025-01-09,delivered,2025-01-12
O008830,U04045,2025-01-05,delivered,2025-01-07
O008831,U02395,2024-01-08,delivered,2024-01-10
O008832,U04799,2022-11-24,delivered,2022-12-01
O008833,U01747,2025-03-03,delivered,2025-03-06
O008834,U00870,2024-03-16,delivered,2024-03-21
O008835,U03062,2025-06-10,delivered,2025-06-13
O008836,U00345,2025-03-08,canceled,2025-03-10
O008837,U02847,2024-04-07,delivered,2024-04-14
O008838,U01778,2024-04-15,canceled,2024-04-21
O008839,U01743,2025-07-05,delivered,2025-07-10
O008840,U03730,2024-06-28,delivered,2024-07-04
O008841,U01586,2025-04-06,canceled,2025-04-08
O008842,U03093,2023-01-21,delivered,2023-01-24
O008843,U00651,2025-06-21,delivered,2025-06-23
O008844,U00772,2025-04-17,delivered,2025-04-24
O008845,U03727,2024-06-30,delivered,2024-07-07
O008846,U03925,2024-01-31,delivered,2024-02-03
O008847,U01421,2025-03-11,delivered,2025-03-18
O008848,U02199,2025-03-02,delivered,2025-03-04
O008849,U00501,2024-11-15,delivered,2024-11-20
O008850,U02565,2024-10-09,delivered,2024-10-13
O008851,U00040,2025-05-07,delivered,2025-05-10
O008852,U02250,2025-04-12,delivered,2025-04-19
O008853,U01340,2025-07-04,delivered,2025-07-09
O008854,U01435,2024-12-21,returned,2024-12-23
O008855,U03084,2022-12-20,delivered,2022-12-24
O008856,U04340,2024-08-19,delivered,2024-08-25
O008857,U02520,2023-08-13,delivered,2023-08-16
O008858,U01017,2025-06-30,delivered,2025-07-04
O008859,U00813,2023-08-15,returned,2023-08-21
O008860,U01267,2023-02-13,delivered,2023-02-16
O008861,U00931,2025-01-07,delivered,2025-01-09
O008862,U01114,2025-04-13,delivered,2025-04-16
O008863,U01755,2025-05-18,canceled,2025-05-20
O008864,U03570,2024-03-11,canceled,2024-03-17
O008865,U03189,2023-03-28,delivered,2023-04-01
O008866,U01487,2025-06-19,delivered,2025-06-26
O008867,U03782,2025-06-30,delivered,2025-07-02
O008868,U04904,2025-04-10,delivered,2025-04-17
O008869,U04451,2024-06-13,delivered,2024-06-18
O008870,U01098,2025-07-04,delivered,2025-07-08
O008871,U01827,2025-02-24,delivered,2025-03-03
O008872,U01429,2025-01-05,delivered,2025-01-08
O008873,U02833,2023-08-17,delivered,2023-08-21
O008874,U02057,2024-09-14,canceled,2024-09-19
O008875,U04721,2024-10-21,canceled,2024-10-23
O008876,U02107,2025-06-26,delivered,2025-06-29
O008877,U04549,2025-03-10,delivered,2025-03-14
O008878,U04876,2025-05-19,delivered,2025-05-21
O008879,U04769,2024-05-13,delivered,2024-05-20
O008880,U04093,2025-04-10,delivered,2025-04-17
O008881,U00151,2025-06-04,canceled,2025-06-10
O008882,U02459,2023-11-10,delivered,2023-11-12
O008883,U02429,2025-06-25,delivered,2025-06-28
O008884,U00988,2024-03-02,delivered,2024-03-04
O008885,U02608,2024-12-02,delivered,2024-12-07
O008886,U01150,2024-06-16,delivered,2024-06-22
O008887,U02363,2025-05-21,delivered,2025-05-26
O008888,U00295,2024-12-08,delivered,2024-12-14
O008889,U00001,2025-06-09,delivered,2025-06-14
O008890,U04665,2024-10-03,delivered,2024-10-08
O008891,U00372,2025-06-03,delivered,2025-06-08
O008892,U01348,2023-03-23,delivered,2023-03-27
O008893,U03999,2025-02-23,delivered,2025-02-26
O008894,U03375,2025-07-06,delivered,2025-07-08
O008895,U00730,2024-05-06,delivered,2024-05-11
O008896,U00823,2023-12-26,returned,2023-12-31
O008897,U01077,2024-05-06,delivered,2024-05-12
O008898,U04130,2025-05-27,delivered,2025-05-30
O008899,U01509,2024-11-06,delivered,2024-11-13
O008900,U03101,2025-04-06,delivered,2025-04-08
O008901,U04050,2024-08-09,returned,2024-08-14
O008902,U02512,2025-06-16,delivered,2025-06-20
O008903,U04796,2025-04-14,delivered,2025-04-16
O008904,U00961,2024-11-20,delivered,2024-11-27
O008905,U02359,2024-10-09,delivered,2024-10-11
O008906,U00900,2025-02-16,delivered,2025-02-19
O008907,U00750,2025-07-08,delivered,2025-07-13
O008908,U04143,2025-06-17,delivered,2025-06-21
O008909,U02035,2023-08-23,delivered,2023-08-29
O008910,U03594,2025-03-05,delivered,2025-03-07
O008911,U02484,2025-06-25,delivered,2025-07-02
O008912,U00372,2025-05-08,delivered,2025-05-11
O008913,U04686,2024-04-28,delivered,2024-05-02
O008914,U02284,2025-06-25,delivered,2025-07-02
O008915,U01743,2025-06-18,delivered,2025-06-20
O008916,U04697,2025-03-13,delivered,2025-03-18
O008917,U03811,2024-08-05,delivered,2024-08-12
O008918,U00042,2024-10-14,delivered,2024-10-19
O008919,U02020,2024-02-16,canceled,2024-02-21
O008920,U03487,2024-07-13,delivered,2024-07-16
O008921,U04175,2025-04-16,delivered,2025-04-19
O008922,U00844,2023-03-02,delivered,2023-03-06
O008923,U01652,2025-02-05,delivered,2025-02-12
O008924,U00677,2025-04-29,delivered,2025-05-02
O008925,U04793,2025-07-03,delivered,2025-07-09
O008926,U00769,2023-10-03,delivered,2023-10-05
O008927,U03619,2025-05-25,delivered,2025-05-31
O008928,U02585,2024-05-29,delivered,2024-06-02
O008929,U04103,2024-06-18,delivered,2024-06-21
O008930,U04492,2023-01-25,delivered,2023-01-28
O008931,U02397,2024-12-30,delivered,2025-01-06
O008932,U01767,2023-08-12,returned,2023-08-16
O008933,U01373,2022-11-26,canceled,2022-12-02
O008934,U01706,2024-09-14,delivered,2024-09-21
O008935,U00692,2025-06-07,delivered,2025-06-09
O008936,U00283,2025-06-04,delivered,2025-06-08
O008937,U00777,2024-11-04,delivered,2024-11-06
O008938,U04280,2024-11-12,delivered,2024-11-18
O008939,U00430,2024-11-28,returned,2024-12-02
O008940,U04281,2024-11-03,delivered,2024-11-07
O008941,U02053,2025-04-24,delivered,2025-04-28
O008942,U03683,2024-07-26,delivered,2024-08-01
O008943,U00433,2023-01-20,delivered,2023-01-27
O008944,U00859,2024-07-27,canceled,2024-07-29
O008945,U03354,2024-03-24,delivered,2024-03-28
O008946,U00868,2025-02-14,canceled,2025-02-18
O008947,U00742,2025-05-05,delivered,2025-05-12
O008948,U04063,2024-10-04,delivered,2024-10-11
O008949,U04123,2025-01-22,returned,2025-01-28
O008950,U00921,2025-04-05,delivered,2025-04-07
O008951,U04813,2024-11-09,delivered,2024-11-15
O008952,U02817,2024-07-14,delivered,2024-07-21
O008953,U01998,2025-06-05,delivered,2025-06-09
O008954,U02171,2023-12-17,delivered,2023-12-23
O008955,U00222,2025-06-30,canceled,2025-07-04
O008956,U03120,2025-04-19,delivered,2025-04-26
O008957,U03679,2024-10-16,delivered,2024-10-19
O008958,U01386,2025-02-01,delivered,2025-02-08
O008959,U00551,2024-04-27,delivered,2024-04-30
O008960,U00430,2025-05-26,delivered,2025-06-01
O008961,U02335,2025-03-11,delivered,2025-03-16
O008962,U03390,2025-06-06,delivered,2025-06-08
O008963,U02600,2025-05-20,delivered,2025-05-22
O008964,U02562,2023-06-17,delivered,2023-06-23
O008965,U02605,2025-06-23,delivered,2025-06-27
O008966,U01093,2025-03-30,delivered,2025-04-03
O008967,U00768,2025-03-06,delivered,2025-03-13
O008968,U01860,2024-12-12,delivered,2024-12-14
O008969,U03074,2025-03-26,delivered,2025-03-28
O008970,U04724,2025-05-17,delivered,2025-05-23
O008971,U01970,2025-06-13,canceled,2025-06-16
O008972,U02764,2024-06-25,canceled,2024-06-29
O008973,U02375,2024-09-06,delivered,2024-09-08
O008974,U03615,2024-09-14,delivered,2024-09-18
O008975,U03801,2025-06-04,delivered,2025-06-10
O008976,U00958,2023-04-11,returned,2023-04-15
O008977,U01369,2024-05-01,delivered,2024-05-06
O008978,U02645,2023-12-07,delivered,2023-12-14
O008979,U01430,2022-09-03,delivered,2022-09-05
O008980,U02416,2023-05-07,delivered,2023-05-14
O008981,U02513,2024-09-25,canceled,2024-10-01
O008982,U01875,2025-05-14,delivered,2025-05-21
O008983,U00108,2025-04-14,delivered,2025-04-19
O008984,U04652,2025-05-19,delivered,2025-05-24
O008985,U00092,2025-04-18,delivered,2025-04-22
O008986,U03778,2025-07-02,canceled,2025-07-07
O008987,U00251,2023-08-18,delivered,2023-08-23
O008988,U00580,2023-12-02,delivered,2023-12-09
O008989,U04902,2024-09-13,delivered,2024-09-15
O008990,U04882,2025-04-15,canceled,2025-04-21
O008991,U00169,2025-07-07,delivered,2025-07-11
O008992,U04496,2025-04-02,delivered,2025-04-07
O008993,U04186,2024-08-13,delivered,2024-08-20
O008994,U02960,2025-05-14,delivered,2025-05-21
O008995,U01776,2024-03-13,canceled,2024-03-19
O008996,U02322,2025-05-06,delivered,2025-05-09
O008997,U00441,2024-04-05,delivered,2024-04-10
O008998,U02718,2025-01-15,delivered,2025-01-20
O008999,U02128,2023-12-27,delivered,2024-01-03
O009000,U04052,2024-10-05,delivered,2024-10-08
O009001,U04284,2023-12-01,delivered,2023-12-06
O009002,U04634,2024-05-09,delivered,2024-05-14
O009003,U02401,2023-10-20,delivered,2023-10-23
O009004,U02066,2025-04-10,delivered,2025-04-14
O009005,U00981,2024-12-22,delivered,2024-12-25
O009006,U04502,2025-05-21,delivered,2025-05-26
O009007,U04431,2025-02-05,returned,2025-02-08
O009008,U01866,2025-01-29,delivered,2025-01-31
O009009,U04556,2023-07-19,delivered,2023-07-25
O009010,U02207,2023-09-16,delivered,2023-09-21
O009011,U03726,2023-06-11,delivered,2023-06-17
O009012,U00025,2025-07-04,delivered,2025-07-10
O009013,U04086,2023-12-28,delivered,2023-12-30
O009014,U00641,2025-07-04,delivered,2025-07-07
O009015,U00450,2023-11-11,delivered,2023-11-15
O009016,U04611,2023-11-07,delivered,2023-11-12
O009017,U04908,2025-06-27,delivered,2025-07-03
O009018,U01898,2024-01-10,canceled,2024-01-13
O009019,U01445,2025-03-29,delivered,2025-04-02
O009020,U02181,2024-12-04,delivered,2024-12-06
O009021,U02423,2025-06-30,delivered,2025-07-02
O009022,U04259,2024-05-25,delivered,2024-05-29
O009023,U02025,2025-01-16,delivered,2025-01-23
O009024,U00540,2025-06-10,delivered,2025-06-17
O009025,U01724,2025-06-18,delivered,2025-06-21
O009026,U04110,2025-06-08,delivered,2025-06-15
O009027,U00035,2025-01-29,delivered,2025-02-01
O009028,U01209,2025-07-03,delivered,2025-07-05
O009029,U02709,2023-05-02,canceled,2023-05-08
O009030,U01051,2025-05-13,delivered,2025-05-19
O009031,U00858,2025-03-08,delivered,2025-03-11
O009032,U03852,2025-06-21,delivered,2025-06-27
O009033,U00720,2023-09-03,delivered,2023-09-10
O009034,U00676,2025-05-28,returned,2025-06-03
O009035,U03640,2023-11-21,delivered,2023-11-27
O009036,U02441,2024-08-28,delivered,2024-09-02
O009037,U01423,2024-12-27,returned,2024-12-30
O009038,U00050,2025-06-10,delivered,2025-06-16
O009039,U02377,2024-06-04,delivered,2024-06-09
O009040,U01789,2024-05-09,delivered,2024-05-12
O009041,U01679,2025-05-10,delivered,2025-05-13
O009042,U03038,2025-06-07,delivered,2025-06-13
O009043,U00301,2024-10-13,canceled,2024-10-17
O009044,U01446,2024-09-17,delivered,2024-09-23
O009045,U00722,2024-10-28,delivered,2024-11-04
O009046,U00514,2024-06-02,delivered,2024-06-08
O009047,U01180,2025-07-04,canceled,2025-07-10
O009048,U01497,2024-11-09,canceled,2024-11-14
O009049,U01075,2025-04-18,delivered,2025-04-21
O009050,U00490,2025-05-03,delivered,2025-05-06
O009051,U04002,2024-05-27,delivered,2024-05-29
O009052,U01378,2025-07-05,canceled,2025-07-07
O009053,U03835,2024-06-12,delivered,2024-06-15
O009054,U04858,2024-12-16,delivered,2024-12-21
O009055,U03289,2023-09-21,delivered,2023-09-27
O009056,U00102,2024-10-05,delivered,2024-10-09
O009057,U04936,2025-07-02,delivered,2025-07-06
O009058,U04030,2024-12-20,delivered,2024-12-23
O009059,U03206,2024-01-30,delivered,2024-02-04
O009060,U04555,2025-05-24,delivered,2025-05-29
O009061,U03506,2025-05-28,delivered,2025-05-31
O009062,U04675,2022-12-06,delivered,2022-12-11
O009063,U00527,2025-03-29,delivered,2025-04-02
O009064,U03678,2025-03-18,delivered,2025-03-20
O009065,U00320,2025-07-01,delivered,2025-07-06
O009066,U03672,2024-08-24,delivered,2024-08-29
O009067,U03105,2025-04-22,delivered,2025-04-24
O009068,U00517,2024-09-21,delivered,2024-09-27
O009069,U03661,2025-07-06,delivered,2025-07-10
O009070,U02198,2024-09-01,delivered,2024-09-08
O009071,U04915,2023-10-02,delivered,2023-10-08
O009072,U02628,2024-09-30,delivered,2024-10-06
O009073,U00165,2024-02-03,delivered,2024-02-09
O009074,U00391,2024-12-27,delivered,2025-01-03
O009075,U04486,2025-05-19,delivered,2025-05-25
O009076,U01149,2025-06-23,canceled,2025-06-28
O009077,U02712,2025-05-30,delivered,2025-06-04
O009078,U02867,2025-06-09,delivered,2025-06-11
O009079,U01236,2025-01-04,canceled,2025-01-07
O009080,U01909,2024-06-01,delivered,2024-06-04
O009081,U04121,2025-02-24,delivered,2025-02-27
O009082,U03714,2024-08-12,delivered,2024-08-17
O009083,U01589,2023-12-23,canceled,2023-12-26
O009084,U00501,2025-07-02,delivered,2025-07-07
O009085,U03719,2025-01-04,delivered,2025-01-08
O009086,U00174,2025-06-14,delivered,2025-06-16
O009087,U01421,2025-03-31,delivered,2025-04-03
O009088,U04187,2023-03-13,delivered,2023-03-16
O009089,U00548,2023-09-22,canceled,2023-09-27
O009090,U02951,2024-01-16,delivered,2024-01-18
O009091,U02934,2024-04-29,delivered,2024-05-01
O009092,U03013,2024-08-30,delivered,2024-09-02
O009093,U03126,2024-05-23,delivered,2024-05-26
O009094,U01303,2025-05-27,delivered,2025-05-29
O009095,U01972,2024-04-28,delivered,2024-05-02
O009096,U04987,2024-07-14,delivered,2024-07-20
O009097,U00923,2024-12-08,delivered,2024-12-10
O009098,U03486,2024-11-19,delivered,2024-11-21
O009099,U01237,2025-05-04,delivered,2025-05-11
O009100,U00062,2025-05-09,delivered,2025-05-13
O009101,U04817,2024-12-15,delivered,2024-12-20
O009102,U03443,2024-10-28,delivered,2024-10-31
